,0,1,2,3,4,5,6
2920,gluten free bar,,,,,,
2921,turkey,ground beef,yams,french fries,tomato juice,,
2922,magazines,,,,,,
2923,escalope,,,,,,
2924,shrimp,frozen vegetables,tomatoes,milk,cake,cooking oil,cereals
2925,pasta,energy drink,,,,,
2926,whole wheat rice,chocolate,french fries,cookies,,,
2927,muffins,,,,,,
2928,low fat yogurt,,,,,,
2929,fromage blanc,eggs,protein bar,salt,,,
2930,chocolate,frozen vegetables,tomatoes,spaghetti,mineral water,olive oil,salmon
2931,frozen vegetables,spaghetti,eggs,honey,escalope,mint,
2932,mineral water,carrots,chocolate,frozen smoothie,light mayo,,
2933,shrimp,energy drink,,,,,
2934,escalope,,,,,,
2935,burgers,spaghetti,gums,french fries,,,
2936,tomatoes,eggs,chocolate,french fries,yogurt cake,,
2937,spaghetti,champagne,frozen smoothie,cottage cheese,green tea,,
2938,burgers,spaghetti,cider,eggs,french fries,hot dogs,cottage cheese
2939,frozen vegetables,mineral water,muffins,,,,
2940,cake,chicken,green tea,shallot,,,
2941,green tea,fresh bread,,,,,
2942,fresh tuna,ham,mineral water,avocado,meatballs,olive oil,almonds
2943,pasta,,,,,,
2944,burgers,grated cheese,frozen vegetables,spaghetti,milk,escalope,mushroom cream sauce
2945,turkey,burgers,fresh tuna,french wine,fromage blanc,,
2946,chocolate,cookies,,,,,
2947,cookies,,,,,,
2948,spaghetti,,,,,,
2949,chocolate,,,,,,
2950,whole wheat pasta,ground beef,yams,olive oil,butter,mint green tea,
2951,avocado,frozen smoothie,energy drink,,,,
2952,tomatoes,whole weat flour,,,,,
2953,grated cheese,yams,mineral water,honey,pasta,gluten free bar,
2954,chocolate,champagne,pasta,strawberries,honey,,
2955,frozen vegetables,spaghetti,olive oil,honey,,,
2956,tomatoes,honey,green tea,french fries,frozen smoothie,escalope,sandwich
2957,frozen vegetables,butter,cake,pancakes,fresh bread,green tea,
2958,escalope,pasta,,,,,
2959,toothpaste,,,,,,
2960,cider,french fries,,,,,
2961,grated cheese,frozen vegetables,tomato sauce,mineral water,muffins,gluten free bar,light mayo
2962,cookies,champagne,,,,,
2963,grated cheese,chocolate,mashed potato,champagne,zucchini,,
2964,energy bar,salmon,green tea,french fries,frozen smoothie,magazines,
2965,burgers,herb & pepper,frozen vegetables,pepper,salmon,pancakes,honey
2966,frozen vegetables,milk,olive oil,,,,
2967,butter,,,,,,
2968,french fries,hot dogs,energy drink,light mayo,,,
2969,champagne,energy drink,,,,,
2970,champagne,,,,,,
2971,french fries,frozen smoothie,,,,,
2972,cooking oil,champagne,,,,,
2973,spaghetti,green tea,chocolate,hot dogs,,,
2974,burgers,grated cheese,spaghetti,eggs,carrots,energy drink,green tea
2975,cake,pancakes,toothpaste,,,,
2976,fromage blanc,ketchup,melons,,,,
2977,eggs,mint,,,,,
2978,chocolate,olive oil,muffins,spinach,french fries,light mayo,green tea
2979,whole wheat pasta,french fries,cottage cheese,yogurt cake,,,
2980,mineral water,milk,,,,,
2981,tomatoes,whole wheat pasta,mineral water,milk,french wine,salmon,sparkling water
2982,french fries,,,,,,
2983,french fries,frozen smoothie,brownies,,,,
2984,milk,muffins,french fries,cottage cheese,light mayo,,
2985,pepper,,,,,,
2986,pasta,,,,,,
2987,pepper,,,,,,
2988,herb & pepper,escalope,body spray,,,,
2989,eggs,carrots,green tea,chocolate,mushroom cream sauce,,
2990,turkey,frozen vegetables,pancakes,eggs,french fries,frozen smoothie,
2991,burgers,red wine,eggs,french fries,,,
2992,mineral water,chocolate,,,,,
2993,grated cheese,mineral water,avocado,salmon,chocolate,asparagus,
2994,mineral water,,,,,,
2995,chocolate,frozen smoothie,,,,,
2996,green tea,,,,,,
2997,shrimp,cake,,,,,
2998,ham,ground beef,mineral water,,,,
2999,burgers,frozen vegetables,whole wheat pasta,mineral water,chocolate,eggs,blueberries
3000,whole wheat pasta,eggs,cake,french fries,green tea,,
